"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"6073","fr3704","alumni","frei",1889,"tomajantz, a  g","tomajantz","arschak g","g","azerbaijan","",NA,"","baku rubland",49.8670924,40.4092617,"Tomajantz, Arschak G. Baku, RuBland."
"6074","fr3705","alumni","frei",1889,"v it, f  w","v it","friedrich wilhelm","wilhelm","germany","",NA,"","leisnig sachsen",12.928458,51.1577198,"Voit, Friedrich Wilhelm. Leisnig, Sachsen."
"6075","fr3706","alumni","frei",1889,"wagner, m","wagner","max",NA,"germany","",NA,"","b saarbriicken",6.9969327,49.2401572,"Wagner, Max. St. Johann b. Saarbriicken."
"6076","fr3707","alumni","frei",1889,"wasniewski, t","wasniewski","thadaeus",NA,"austria","engineer",NA,"","kosinki rubland",13.65518,46.66319,"Wasniewski, Thadaeus. Kosinki, RuBland. Dipl. Ing. 1893."
"6077","fr3708","alumni","frei",1889,"wehner, f  c","wehner","frederik carl","carl","united kingdom","",NA,"","england",-1.1743197,52.3555177,"Wehner, Frederik Carl. Manchester, England. Ing. 1898."
"6078","fr3709","alumni","frei",1889,"werlisch, f  w","werlisch","friedrich wilhelm","wilhelm","germany","",NA,"","munchen",11.5819805,48.1351253,"Werlisch, Friedrich Wilhelm. Hub, Bayern. Werlisch, Hermann Karl. Hub, Bayern."
"6079","fr3710","alumni","frei",1889,"werlisch, h k","werlisch","hermann karl","karl","germany","",NA,"","munchen",11.5819805,48.1351253,NA
"6080","fr3711","alumni","frei",1889,"werndl, j","werndl","josef",NA,"austria","",NA,"","bsterreich",14.550072,47.516231,"Werndl, Josef. Christkindl, bsterreich. Dipl."
"6081","fr3712","alumni","frei",1889,"wilson, j  m","wilson","john murray","murray","united kingdom","",NA,"","glasgow england",-4.2586482,55.8624456,"Wilson, John Murray. Glasgow, England."
"6082","fr3713","alumni","frei",1889,"zimmermann, j","zimmermann","jakob",NA,"switzerland","",NA,"","bozberg aargau schweiz",8.1546981,47.4970603,"Zimmermann, Jakob. Bozberg, Aargau, Schweiz."
"6083","fr3714","alumni","frei",1890,"bahlsen, e","bahlsen","emil",NA,"chile","",NA,""," copiapo chile",-70.3321587,-27.3665763,"Bahlsen, Emil. Copiapo, Chile. Banse, Carl. Hamm i. W."
"6084","fr3716","alumni","frei",1890,"bauer, k  a","bauer","karl alfred","alfred","germany","",NA,"","freiberg sa",13.341727,50.9128283,"Bauer, Karl Alfred. Hilbersdorf b. Freiberg."
"6085","fr3717","alumni","frei",1890,"bense, c  r","bense","c rl heinrich","rl","germany","",NA,"","heinrich hamburg",10.05176,53.51117,"Bense, C~rl Heinrich. Hamburg."
"6086","fr3718","alumni","frei",1890,"boddinghaus, w","boddinghaus","walther",NA,"united states of america","",NA,"","elberfeld",-87.4483482,38.1597668,"Dr. phi!. Boddinghaus, Walther. Elberfeld,"
"6087","fr3719","alumni","frei",1890,"du bois, g","du bois","georges",NA,"germany","engineer",NA,"","carl berlin",13.4028018,52.5237244,"Du Bois, Georges. Locle, Schweiz. Dipl.lng.1895. Borsig, Carl. Berlin."
"6088","fr3721","alumni","frei",1890,"breeze, w  f","breeze","william francis","francis","united states of america","",NA,""," san francisco",-122.4194155,37.7749295,"Breeze, William Francis. San Francisco, V.St. v.A."
"6089","fr3722","alumni","frei",1890,"broglio, p","broglio","paolo",NA,"italy","",NA,"","mailand italien",9.189982,45.4642035,"Broglio, Paolo. Mailand, Italien."
"6090","fr3723","alumni","frei",1890,"busch, e","busch","edgar",NA,"united kingdom","",NA,"","liverpool england",-2.9915726,53.4083714,"Busch, Edgar. Liverpool, England."
"6091","fr3724","alumni","frei",1890,"campbell, c  e","campbell","charles e","e","united kingdom","",NA,"","london england",-0.1277583,51.5073509,"Campbell, Charles E. London, England."
"6092","fr3725","alumni","frei",1890,"cohen, k  r","cohen","karl reuben","reuben","united kingdom","",NA,"","westmaitland neusiidwales",-3.7837117,52.1306607,"Cohen, Karl Reuben. WestMaitland, NeuSiidWales,"
"6093","fr3726","alumni","frei",1890,"v drachenfels, f  o","v drachenfels","friedrich oswald theodor","oswald","latvia","",NA,"","mitau rubland",23.7213541,56.6511091,"v. Drachenfels, Friedrich Oswald Theodor Baron. Mitau, RuBland."
"6094","fr3727","alumni","frei",1890,"dykes, j","dykes","james",NA,"united kingdom","",NA,"","glasgow england",-4.2586482,55.8624456,"Dykes, James. Glasgow, England."
"6095","fr3728","alumni","frei",1890,"forster, f  r","forster","friedrich richard","richard","germany","engineer",NA,"","chemnitz sachsen",12.9213697,50.827845,"Forster, Friedrich Richard. Chemnitz, Sachsen. Dipl.Ing. 1895."
"6096","fr3729","alumni","frei",1890,"french, e  l","french","edmund leavernworth","leavernworth","united states of america","",NA,"","new york",-74.0059728,40.7127753,"French, Edmund Leavernworth. New York."
"6097","fr3730","alumni","frei",1890,"friederich, g","friederich","gustav",NA,"germany","",NA,"","stralsund preuben",13.0770347,54.3090654,"Friederich, Gustav. Stralsund, PreuBen."
"6098","fr3731","alumni","frei",1890,"geitner, e  h","geitner","ernst hermann felix","hermann","germany","",NA,"","schneeberg sachsen",12.6386475,50.5954901,"Geitner, Ernst Hermann Felix. Schneeberg, Sachs."
"6099","fr3732","alumni","frei",1890,"gilfillan, a","gilfillan","alexander",NA,"australia","",NA,"","melbourne australien",144.9630576,-37.8136276,"Gilfillan, Alexander. Melbourne, Australien."
"6100","fr3733","alumni","frei",1890,"gordon, w","gordon","w",NA,"united states of america","",NA,"","antonio texas",-98.4936282,29.4241219,"Gordon, W. C. L. St. Antonio, Texas."
"6101","fr3734","alumni","frei",1890,"graichen, w  h","graichen","walter hermann","hermann","germany","engineer",NA,"","leipzig",12.3730747,51.3396955,"Graichen, Walter Hermann. LoBnig b. Leipzig. Dipl.Ing. 1896."
"6102","fr3735","alumni","frei",1890,"greif, o","greif","otto",NA,"germany","",NA,"","merseburg preuben",11.9917462,51.3563278,"Greif, Otto. Merseburg, PreuBen."
"6103","fr3736","alumni","frei",1890,"greiffenstein, c","greiffenstein","carlos",NA,"colombia","",NA,"","titiribi columbia",-75.79341,6.06259,"Greiffenstein, Carlos. Titiribi, Columbia."
"6104","fr3737","alumni","frei",1890,"grobe, s","grobe","siegfried",NA,"germany","",NA,"","miinchen bayern",11.5819805,48.1351253,"GroBe, Siegfried. Miinchen, Bayern."
"6105","fr3738","alumni","frei",1890,"hartung, h  w","hartung","heinrich wilhelm edmund","wilhelm","germany","engineer",NA,"","lobenstein",11.6392997,50.4522283,"Hartung, Heinrich Wilhelm Edmund. Lobenstein, ReuB. Dipl.lng. 1894."
"6106","fr3739","alumni","frei",1890,"haultain, h  e","haultain","herbert edward ferrick","edward","united kingdom","",NA,"","brighton engl",-0.137163,50.82253,"Haultain, Herbert Edward Ferrick. Brighton, Engl."
"6107","fr3740","alumni","frei",1890,"hay, j","hay","john",NA,"united states of america","",NA,"","john london",-91.0622462,30.4329146,"Hay, John. London."
"6108","fr3741","alumni","frei",1890,"haymann, f","haymann","friedrich",NA,"germany","engineer",NA,"","riesa sachsen",13.2677004,51.3117871,"Haymann, Friedrich. Riesa, Sachsen. Dipl.Ing."
"6109","fr3742","alumni","frei",1890,"heidrich, f  o","heidrich","friedrich oskar","oskar","germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Heidrich, Friedrich Oskar. Freiberg, Sachsen."
"6110","fr3743","alumni","frei",1890,"henderson, j  m","henderson","john mac clelland","mac","united kingdom","engineer",NA,"","middlesex england",-0.228922,51.5901102,"Henderson, John Mac Clelland. Middlesex, England. Dipl.Ing. 1894."
"6111","fr3744","alumni","frei",1890,"hochbaum, s  d","hochbaum","simon david","david","ukraine","",NA,"","odessa",30.7233095,46.482526,"Hochbaum, Simon David. Odessa."
"6112","fr3745","alumni","frei",1890,"hundt, h","hundt","heinrich",NA,"united states of america","",NA,""," olpe i",-96.16694,38.2625174,"Hundt, Heinrich. Olpe i. W."
"6113","fr3746","alumni","frei",1890,"johansson, k  f","johansson","karl fredrik","fredrik","sweden","",NA,"","hedemora dalekarlien schweden",15.985892,60.2775453,"Johansson, Karl Fredrik. Hedemora, Dalekarlien, Schweden."
"6114","fr3747","alumni","frei",1890,"kaluzny, a","kaluzny","andreas",NA,"poland","engineer",NA,"","kwiatkow rubland",17.892292,51.7044151,"Kaluzny, Andreas. Kwiatkow, RuBland. Dipl. Ing. 1897."
"6115","fr3748","alumni","frei",1890,"v kleist, f  b","v kleist","felix baron","baron","latvia","",NA,"","illuxt kurland",26.305525,55.976315,"v. Kleist, Felix Baron. Illuxt, Kurland."
"6116","fr3749","alumni","frei",1890,"kneuse, e  r","kneuse","edwin robert hermann","robert","germany","engineer",NA,""," grobkamsdorfb",11.4523499,50.6438738,"Kneuse, Edwin Robert Hermann. GroBKamsdorfb. Erfurt. Dipl.Ing. 1894."
"6117","fr3750","alumni","frei",1890,"koch, w","koch","wilh",NA,"germany","engineer",NA,"","tiibingen wiirttbg",9.0576448,48.5216364,"Koch, Wilh. Tiibingen, Wiirttbg. Dipl.Ing. 1894."
"6118","fr3751","alumni","frei",1890,"krauth, o","krauth","osk",NA,"germany","engineer",NA,"","trossingen wiirttbg",8.6338475,48.0756997,"Krauth, Osk. Trossingen, Wiirttbg. Dipl.Ing.1894."
"6119","fr3752","alumni","frei",1890,"krisch, o","krisch","oswald",NA,"united states of america","",NA,"","crefeld preuben",-75.2146518,40.0764643,"Krisch, Oswald. Crefeld, _PreuBen."
"6120","fr3753","alumni","frei",1890,"krug, h","krug","heim",NA,"germany","engineer",NA,"","halberstadt preub",11.0496159,51.8948709,"Krug, Heim. Halberstadt, PreuB. Dipl.Ing.1895."
"6121","fr3754","alumni","frei",1890,"lattermann, f  h","lattermann","felix heinrich","heinrich","germany","",NA,"","schonheide sachs",12.5265007,50.5043544,"Lattermann, Felix Heinrich. Schonheide, Sachs."
"6122","fr3755","alumni","frei",1890,"lindner, p  h","lindner","paul hermann","hermann","germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Lindner, Paul Hermann. Freiberg, Sachsen."
"6123","fr3756","alumni","frei",1890,"loeser, i","loeser","ignaz",NA,"germany","",NA,"","olpe wiirttemberg",7.8502943,51.0282107,"Loeser, Ignaz. Olpe, Wiirttemberg."
"6124","fr3757","alumni","frei",1890,"millier, m  r","millier","moritz rudolf","rudolf","germany","",NA,"","leisnig sachsen",12.928458,51.1577198,"Millier, Moritz Rudolf. Leisnig, Sachs_en."
"6125","fr3758","alumni","frei",1890,"piatscheck, k","piatscheck","konrad",NA,"germany","",NA,"","b weibenfels",11.9668979,51.1987896,"Piatscheck, Konrad. Gerstewitz b. WeiBenfels."
"6126","fr3759","alumni","frei",1890,"purkert, w","purkert","wilh",NA,"united states of america","engineer",NA,"","teplitz bsterr",-74.0014355,41.0979314,"Purkert, Wilh. Teplitz, bsterr. Dipl.Ing. 1894."
"6127","fr3760","alumni","frei",1890,"pustkuchen, l  m","pustkuchen","leopold moritz","moritz","australia","",NA,"","adelaide austral",138.6007456,-34.9284989,"Pustkuchen, Leopold Moritz. Adelaide, Austral."
"6128","fr3761","alumni","frei",1890,"reid, h","reid","henry",NA,"united kingdom","",NA,"","glasgow england",-4.2586482,55.8624456,"Reid, Henry. Glasgow, England."
"6129","fr3762","alumni","frei",1890,"rittershaus, h  f","rittershaus","hans friedr","friedr","turkey","engineer",NA,"","konstantinopel",28.9783589,41.0082376,"Rittershaus, Hans Friedr. Emil. Konstantinopel. Deutscher Reichsang. Dipl.Ing. 1895."
"6130","fr3763","alumni","frei",1890,"sabersky, p","sabersky","peter",NA,"germany","",NA,"","muskau schlesien",14.709621,51.5681826,"Dr. phi!. Sabersky, Peter. Muskau, Schlesien."
"6131","fr3764","alumni","frei",1890,"schiechel, f  a","schiechel","friedrich arthur maximilian","arthur","germany","",NA,"","maximilian dresden",13.7786291,51.0447758,"Schiechel, Friedrich Arthur Maximilian. Dresden."
"6132","fr3765","alumni","frei",1890,"v schlippenbach, f  b","v schlippenbach","felix baron","baron","lithuania","",NA,"","polangen kurland",21.0677614,55.920198,"v. Schlippenbach, Felix Baron. Polangen, Kurland."
"6133","fr3766","alumni","frei",1890,"schulze, h","schulze","heinrich",NA,"poland","",NA,"","heinrich warschau",21.0122287,52.2296756,"Schulze, Heinrich. Warschau."
"6134","fr3767","alumni","frei",1890,"skidelsky, j","skidelsky","jacob",NA,"belarus","",NA,"","wolkowisk rubland",24.4666658,53.163331,"Skidelsky, Jacob. Wolkowisk, RuBland."
"6135","fr3768","alumni","frei",1890,"stoffert, a  t","stoffert","adolph th","th","germany","",NA,""," hamburg",9.9936819,53.5510846,"Dr. phi!. Stoffert, Adolph Th. Hamburg."
"6136","fr3769","alumni","frei",1890,"de stoutz, j  e","de stoutz","jules edmond","edmond","switzerland","",NA,"","schweiz",8.227512,46.818188,"de Stoutz, Jules Edmond. Genf, Schweiz. Dipl."
"6137","fr3770","alumni","frei",1890,"stumpf, h  m","stumpf","heinrich maria aloysius","maria","united states of america","",NA,"","gravenhorst",-80.142972,26.1228121,"Stumpf, Heinrich Maria Aloysius. Gravenhorst."
"6138","fr3771","alumni","frei",1890,"v swirtun, v","v swirtun","valerian",NA,"austria","engineer",NA,"","pickeln rubland",13.65518,46.66319,"von Swirtun, Valerian. Pickeln, RuBland. Dipl.Ing."
"6139","fr3772","alumni","frei",1890,"swoyer, w","swoyer","wilhelm",NA,"united states of america","",NA,""," wilkesbarre pa",-75.8813075,41.2459149,"Swoyer, Wilhelm. WilkesBarre, Pa., V.St.v.A. 24 25"
"6140","fr3773","alumni","frei",1890,"thilges, g  e","thilges","georg eugen","eugen","luxembourg","",NA,"","wiltz luxemburg",5.9324306,49.96622,"Thilges, Georg Eugen. Wiltz, Luxemburg."
"6141","fr3774","alumni","frei",1890,"ullrich, a","ullrich","august",NA,"germany","",NA,"","b schmalkalden",10.4546019,50.7234272,"Ullrich, August. Stahlberg b. Schmalkalden."
"6142","fr3775","alumni","frei",1890,"umbsen, a","umbsen","august",NA,"germany","",NA,"","hartwarden oldenburg",8.4617966,53.4108135,"Umbsen, August. Hartwarden, Oldenburg."
"6143","fr3776","alumni","frei",1890,"v hanian, h","v hanian","hemayak",NA,"turkey","",NA,"","trebizonde trapezunt tiirkei",39.7167633,41.0026969,"Vahanian, Hemayak. Trebizonde (Trapezunt), Tiirkei."
"6144","fr3777","alumni","frei",1890,"waller, g  a","waller","george arthur","arthur","ireland","",NA,"","monkstown irland",-6.153956,53.2937046,"Waller, George Arthur. Monkstown, Irland."
"6145","fr3778","alumni","frei",1890,"watson, e  e","watson","eric e","e","united kingdom","",NA,"","liverpool england",-2.9915726,53.4083714,"Watson, Eric E. Liverpool, England."
"6146","fr3779","alumni","frei",1890,"wespy, l  f","wespy","ludwig friedrich wilhelm","friedrich","germany","engineer",NA,"","zwickau sachsen",12.4733725,50.7102169,"Wespy, Ludwig Friedrich Wilhelm. Zwickau, Sachsen. Dipl.Ing. 1895."
"6147","fr3780","alumni","frei",1890,"wimmer, h","wimmer","herm",NA,"germany","",NA,"","b osnabriick",8.063183,52.273574,"Wimmer, Herm. Georgsmarienhiitte b. Osnabriick."
"6148","fr3781","alumni","frei",1890,"v wolff, e  m","v wolff","erich maximilian friedrich","maximilian","austria","engineer",NA,"","baron hintzenberg rubland",13.65518,46.66319,"von Wolff, Erich Maximilian Friedrich Baron Hintzenberg, RuBland. Dipl.Ing. 1895."
"6149","fr3782","alumni","frei",1891,"andreas, k","andreas","karl",NA,"germany","",NA,"","freiberg sachsen",13.341727,50.9128283,"Andreas, Karl. Freiberg, Sachsen."
"6150","fr3783","alumni","frei",1891,"ansel, h  g","ansel","hermann gotthilf","gotthilf","germany","",NA,"","calw wiirttemberg",8.7472439,48.7122107,"Ansel, Hermann Gotthilf. Calw, Wiirttemberg."
"6151","fr3784","alumni","frei",1891,"bachmann, r  e","bachmann","robert emil","emil","germany","engineer",NA,"","niederschona",9.8450766,52.6367036,"Bachmann, Robert Emil. Niederschona b. Freiberg. Dipl.lng. 1895."
"6152","fr3785","alumni","frei",1891,"bossert, o  h","bossert","otto henry","henry","united states of america","",NA,"","milwaukee usa",-87.9064736,43.0389025,"Bossert, Otto Henry. Milwaukee, V. St. v. A."
"6153","fr3786","alumni","frei",1891,"brakenhjelm, p  a","brakenhjelm","pehr arthur","arthur","sweden","",NA,"","jonkoping schweden",14.1617876,57.7826137,"Brakenhjelm, Pehr Arthur. Jonkoping, Schweden."
"6154","fr3787","alumni","frei",1891,"brunck, o","brunck","otto",NA,"germany","",NA,"","otto kirchheimbolanden",8.0075788,49.6676806,"Dr. phi!. Brunck, Otto. Kirchheimbolanden,"
"6155","fr3788","alumni","frei",1891,"buchanan, j","buchanan","john",NA,"united kingdom","",NA,"","glasgow england",-4.2586482,55.8624456,"Buchanan, John. Glasgow, England."
"6156","fr3789","alumni","frei",1891,"davisbowden, j","davisbowden","john",NA,"united states of america","engineer",NA,""," liverpool",-90.0009491,40.3917075,"DavisBowden, John. Liverpool. Dipl.Ing. 1896."
"6157","fr3790","alumni","frei",1891,"doerr, a  m","doerr","albert m","m","united states of america","",NA,"","fort madison iowa",-91.314535,40.6297634,"Doerr, Albert M. Fort Madison, Iowa."
"6158","fr3791","alumni","frei",1891,"dulheuer, h  f","dulheuer","hermann friedrich","friedrich","portugal","engineer",NA,""," lissabon",-9.1393366,38.7222524,"Dulheuer, Hermann Friedrich. Lissabon. Deutsch. Reichsangeh. Dipl.Ing. 1897."
"6159","fr3792","alumni","frei",1891,"v dunin, s  j","v dunin","stephan jacob thaddaus","jacob","poland","engineer",NA,"","marszew posen",17.7814137,51.9166878,"v. Dunin, Stephan Jacob Thaddaus. Marszew, Posen. Dipl.Ing. 1896."
"6160","fr3793","alumni","frei",1891,"eckert, e","eckert","ernst",NA,"germany","",NA,"","a geislingen",9.8294482,48.6215162,"Eckert, Ernst. Westerheim, O.A. Geislingen."
"6161","fr3794","alumni","frei",1891,"fahrenheim, h  h","fahrenheim","hans heinrich friedrich","heinrich","germany","",NA,"","schildfelde",10.9010321,53.443525,"Fahrenheim, Hans Heinrich Friedrich August. Schildfelde."
"6162","fr3795","alumni","frei",1891,"ferrein, a  j","ferrein","august julius","julius","united states of america","",NA,"","st petersburg",-82.6402915,27.7676008,"Ferrein, August Julius. St. Petersburg. Deutscher Reichsangeh."
"6163","fr3796","alumni","frei",1891,"v fircks, w  b","v fircks","wilhelm baron","baron","latvia","engineer",NA,"","mitau rubland",23.7213541,56.6511091,"v. Fircks, Wilhelm Baron. Mitau, RuBland. Dipl.Ing. 1897."
"6164","fr3797","alumni","frei",1891,"freytag, w","freytag","willy",NA,"germany","",NA,"","juterbog germany",13.0756312,51.9964734,"Freytag, Willy. Jiiterbog, PreuBen."
"6165","fr3798","alumni","frei",1891,"friedrich, r  k","friedrich","richard kurt","kurt","germany","engineer",NA,"","oberschlema sachsen",12.6711785,50.6050955,"Friedrich, Richard Kurt. Oberschlema, Sachsen. Dipl.Ing. 1898."
"6166","fr3799","alumni","frei",1891,"frisch, e  r","frisch","emil richard joseph","richard","united states of america","",NA,"","joseph berlin",-71.6420132,42.385585,"Frisch, Emil Richard Joseph. Berlin."
"6167","fr3800","alumni","frei",1891,"ganna, a","ganna","alexander",NA,"chile","",NA,"","santiago chile",-70.6692655,-33.4488897,"Ganna, Alexander. Santiago, Chile."
"6168","fr3801","alumni","frei",1891,"gasse, p  h","gasse","paul hugo moritz","hugo","germany","",NA,"","dresden sachsen",13.7372621,51.0504088,"Gasse, Paul Hugo Moritz. Dresden, Sachsen."
